Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,5.2844,1.3178,1.5701,8382,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.6052,5.6864,6.7753,218,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,29.7612,6.2036,7.3915,218,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,34.3493,6.829,8.1367,218,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.5893,1.5326,1.8261,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.5893,1.5326,1.8261,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,32.9488,10.5787,12.6044,72,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,33.059,11.5362,13.7452,72,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,29.4029,11.3401,13.5116,72,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.5669,1.4667,1.7475,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.5669,1.4667,1.7475,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.785,8.864,10.5613,135,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,22.119,7.6507,9.1157,135,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,42.5291,9.4204,11.2243,135,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.2755,0.9256,1.1028,9634,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.2755,0.9256,1.1028,9634,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,24.0652,5.4305,6.4704,203,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,40.9633,6.9162,8.2406,203,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,30.696,6.4637,7.7015,203,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,4.1487,0.9939,1.1842,8903,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,4.1487,0.9939,1.1842,8903,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,26.3296,6.1178,7.2893,185,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,41.8009,7.0034,8.3445,185,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,27.7207,5.943,7.0811,185,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.5967,0.899,1.0712,10693,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.5967,0.899,1.0712,10693,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,23.7882,6.4439,7.6779,230,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,32.3104,7.3574,8.7662,230,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,40.3047,7.5598,9.0075,230,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,3.0651,0.2374,0.2829,267525,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,3.0651,0.2374,0.2829,267525,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,24.9908,1.9601,2.3355,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,31.7985,2.0893,2.4894,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,40.1456,2.2102,2.6334,8194,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,Up-to-date,Yes,October Week 2,10/07/2023 12:00:00 AM,0.9588,0.2161,0.2575,31788,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 2,10/07/2023 12:00:00 AM,0.9588,0.2161,0.2575,31788,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,10/07/2023 12:00:00 AM,15.4928,3.7368,4.4524,892,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 2,10/07/2023 12:00:00 AM,41.7384,5.7667,6.8709,892,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,10/07/2023 12:00:00 AM,41.8101,5.3725,6.4012,892,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,10.7673,2.1286,2.5361,5675,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,10.7673,2.1286,2.5361,5675,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,28.9484,6.5076,7.7537,163,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,38.1151,7.3481,8.7552,163,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,22.1691,6.5913,7.8534,163,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.4152,1.0213,1.2169,11818,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.4152,1.0213,1.2169,11818,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,28.8779,3.9581,4.716,477,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,29.8851,4.023,4.7934,477,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,33.8219,4.0801,4.8614,477,0
COVID,Substate,New York-New York City,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.5143,3.0117,3.5884,5265,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.5143,3.0117,3.5884,5265,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,20.1291,5.4289,6.4685,173,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,45.4735,8.0033,9.5359,173,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,26.8831,6.9905,8.3291,173,0
COVID,Substate,New York-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.5019,1.3099,1.5607,8382,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.5019,1.3099,1.5607,8382,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,29.1173,6.2164,7.4068,238,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,27.9975,6.0583,7.2184,238,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,36.3834,6.2152,7.4054,238,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.6392,1.6471,1.9625,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.6392,1.6471,1.9625,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,25.2856,6.262,7.4611,183,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,36.4623,7.1578,8.5285,183,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,30.6129,7.6646,9.1323,183,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,7.9614,1.9839,2.3638,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,7.9614,1.9839,2.3638,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,26.3806,5.9675,7.1102,240,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,27.7031,5.8543,6.9753,240,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,37.9549,6.8083,8.112,240,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.7588,1.1684,1.3921,9634,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.7588,1.1684,1.3921,9634,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,30.3001,5.2782,6.2889,246,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,30.3614,5.4392,6.4808,246,0
COVID,Substate,Texas-Bexar County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,32.5798,5.6385,6.7182,246,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,6.6933,1.341,1.5977,8903,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,6.6933,1.341,1.5977,8903,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,19.9536,4.5546,5.4268,239,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,37.5869,5.6847,6.7733,239,0
COVID,Substate,Texas-City of Houston,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,35.7661,5.7176,6.8125,239,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,3.5967,0.899,1.0712,10693,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,3.5967,0.899,1.0712,10693,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,17.1549,6.2587,7.4572,266,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,46.4343,9.0774,10.8156,266,0
COVID,Substate,Texas-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,32.8141,7.8291,9.3283,266,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,4.4175,0.2947,0.3511,267525,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,4.4175,0.2947,0.3511,267525,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,24.3105,1.7156,2.0441,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,30.1253,1.7857,2.1276,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Insured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,41.1467,1.9736,2.3515,8893,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,Up-to-date,Yes,October Week 3,10/14/2023 12:00:00 AM,1.1119,0.2321,0.2766,31788,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Received a vaccination,October Week 3,10/14/2023 12:00:00 AM,1.1119,0.2321,0.2766,31788,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely will get a vaccine,October Week 3,10/14/2023 12:00:00 AM,15.3591,3.0761,3.6651,1144,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 3,10/14/2023 12:00:00 AM,44.7163,4.6743,5.5694,1144,0
COVID,National,National,Health Insurance Among 18-64 Years,Uninsured,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 3,10/14/2023 12:00:00 AM,38.8127,4.5467,5.4173,1144,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,12.9701,1.9666,2.3431,5675,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,12.9701,1.9666,2.3431,5675,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,31.6392,5.5583,6.6226,239,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,29.4884,5.6323,6.7108,239,0
COVID,Substate,Illinois-City of Chicago,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.9023,5.7021,6.794,239,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.6592,1.2874,1.5339,11818,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.6592,1.2874,1.5339,11818,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.35,4.0717,4.8514,414,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,24.7728,4.0781,4.8591,414,0
COVID,Substate,Illinois-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,40.218,4.7593,5.6706,414,0
COVID,Substate,New York-New York City,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.6933,2.3678,2.8212,5265,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.6933,2.3678,2.8212,5265,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,28.8142,9.4337,11.2401,157,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,32.769,8.6078,10.2561,157,0
COVID,Substate,New York-New York City,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,30.7234,9.1633,10.9179,157,0
COVID,Substate,New York-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,10.3776,2.4817,2.9569,8382,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,10.3776,2.4817,2.9569,8382,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.1285,5.7161,6.8107,192,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,26.0187,6.0907,7.2571,192,0
COVID,Substate,New York-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,42.4752,6.848,8.1594,192,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,10.0497,1.7707,2.1097,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,10.0497,1.7707,2.1097,7717,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,28.7867,5.01,5.9694,322,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,39.8894,5.5584,6.6228,322,0
COVID,Substate,Pennsylvania-Philadelphia County,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.2741,4.5975,5.4778,322,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.7116,1.635,1.9481,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.7116,1.635,1.9481,12235,0
COVID,Substate,Pennsylvania-Rest of State,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,22.395,5.1374,6.1211,288,0
